Sum of Quantity,Year,Quarter,Month,Day,Sum of UnitPrice,Sum of CostPrice,Category,Region,total sales (SUMX),Sum of profit
5,2025,Qtr 1,March,16,4978,3591,Electronics,East,19912,1957
6,2025,Qtr 1,March,16,2214,1187,Electronics,West,9963,2841
1,2025,Qtr 1,March,17,4841,2508,Clothing,East,4598.95,2091
5,2025,Qtr 1,March,17,1320,940,Electronics,North,5940,1240
3,2025,Qtr 1,March,17,4107,2234,Electronics,South,12321,5619
2,2025,Qtr 1,March,17,3999,2756,Grocery,East,5998.5,487
8,2025,Qtr 1,March,18,3327,2128,Electronics,North,15282.3,3198
3,2025,Qtr 1,March,18,2083,1554,Grocery,North,5624.1,962
7,2025,Qtr 1,March,19,58,43,Beauty,North,385.7,85
6,2025,Qtr 1,March,19,571,406,Grocery,North,2569.5,134
1,2025,Qtr 1,March,20,2136,1564,Beauty,East,1708.8,145
6,2025,Qtr 1,March,20,3298,1904,Clothing,North,16819.8,5396
3,2025,Qtr 1,March,20,3303,2068,Grocery,North,9413.55,3210
6,2025,Qtr 1,March,20,2863,2199,Home,South,14601.3,1407
2,2025,Qtr 1,March,21,2702,1575,Beauty,West,5133.8,1984
7,2025,Qtr 1,March,21,1011,513,Clothing,West,6015.45,2424
8,2025,Qtr 1,March,21,463,293,Grocery,South,3704,1360
7,2025,Qtr 1,March,21,4778,2978,Home,South,25084.5,4239
6,2025,Qtr 1,March,22,1381,1101,Beauty,South,7457.4,851
1,2025,Qtr 1,March,22,4419,3670,Clothing,West,3535.2,-135
3,2025,Qtr 1,March,22,685,498,Grocery,South,1644,150
7,2025,Qtr 1,March,22,2819,2306,Grocery,West,17759.7,1618
4,2025,Qtr 1,March,23,710,600,Grocery,West,2272,-128
3,2025,Qtr 1,March,23,1582,1257,Home,South,4271.4,500
13,2025,Qtr 1,March,24,5177,2780,Clothing,West,37166.1,16159
6,2025,Qtr 1,March,24,2693,1419,Electronics,East,16158,7644
4,2025,Qtr 1,March,24,2551,1811,Electronics,South,7653,409
6,2025,Qtr 1,March,25,4825,2515,Beauty,East,23160,8070
8,2025,Qtr 1,March,25,1292,821,Clothing,South,9819.2,3251
4,2025,Qtr 1,March,25,4537,3045,Clothing,West,13611,1431
7,2025,Qtr 1,March,25,1550,961,Electronics,West,8137.5,1411
4,2025,Qtr 1,March,25,2079,1348,Grocery,East,7484.4,2092
7,2025,Qtr 1,March,25,171,89,Grocery,South,1017.45,394
5,2025,Qtr 1,March,25,4816,2757,Home,East,18060,4275
5,2025,Qtr 1,March,25,4968,3868,Home,South,24840,5500
1,2025,Qtr 1,March,26,4090,2310,Beauty,West,3067.5,758
9,2025,Qtr 1,March,26,3881,2196,Home,West,8195.2,2534
1,2025,Qtr 1,March,27,1810,1358,Electronics,South,1538.5,181
4,2025,Qtr 1,March,27,4711,3406,Grocery,North,15075.2,1451
2,2025,Qtr 1,March,27,894,714,Home,East,1430.4,2
6,2025,Qtr 1,March,27,849,655,Home,South,4329.9,400
12,2025,Qtr 1,March,28,5125,3377,Beauty,East,29658.6,7710
3,2025,Qtr 1,March,28,2235,1490,Electronics,East,6705,2235
9,2025,Qtr 1,March,28,2244,1373,Home,South,15822,6553
6,2025,Qtr 1,March,29,2641,1516,Electronics,North,15846,6750
1,2025,Qtr 1,March,29,3914,2938,Grocery,East,2935.5,-3
7,2025,Qtr 1,March,30,1356,746,Beauty,West,7119,1897
1,2025,Qtr 1,March,30,3504,2672,Electronics,East,3328.8,657
1,2025,Qtr 1,March,31,4385,2194,Clothing,West,3508,1314
6,2025,Qtr 1,March,31,2093,1564,Grocery,South,11302.2,1918
2,2025,Qtr 2,April,1,2186,1429,Clothing,South,3497.6,640
7,2025,Qtr 2,April,1,7853,4617,Grocery,South,25247.850000000002,8349
5,2025,Qtr 2,April,1,565,396,Grocery,West,2401.25,421
6,2025,Qtr 2,April,2,288,173,Clothing,South,1105.2,412
7,2025,Qtr 2,April,2,4413,2981,Grocery,East,23168.25,2301
6,2025,Qtr 2,April,2,3182,1690,Grocery,South,16228.2,6088
12,2025,Qtr 2,April,3,4273,3047,Clothing,South,27195.6,4564
1,2025,Qtr 2,April,3,3841,2539,Clothing,West,3072.8,534
3,2025,Qtr 2,April,3,2928,2099,Grocery,East,7027.2,730
6,2025,Qtr 2,April,4,1729,1131,Clothing,East,8299.2,1513
7,2025,Qtr 2,April,4,4337,2294,Clothing,North,30359,14301
9,2025,Qtr 2,April,4,7526,5433,Electronics,West,30887,6990
4,2025,Qtr 2,April,4,2439,1945,Home,West,8780.4,1000
6,2025,Qtr 2,April,5,4279,3584,Home,North,25674,4170
4,2025,Qtr 2,April,6,3921,2474,Clothing,East,14115.6,4220
8,2025,Qtr 2,April,6,4772,4036,Electronics,West,30540.8,-1747
8,2025,Qtr 2,April,6,2948,2368,Grocery,South,22404.8,3461
4,2025,Qtr 2,April,7,2556,2158,Clothing,East,9712.8,1081
2,2025,Qtr 2,April,7,1014,682,Electronics,South,1825.2,461
2,2025,Qtr 2,April,7,4948,2494,Home,East,7422,2434
7,2025,Qtr 2,April,7,7161,5607,Home,North,21639.6,2979
8,2025,Qtr 2,April,7,4367,3282,Home,South,29695.6,3440
2,2025,Qtr 2,April,8,4072,2984,Clothing,South,6922.4,954
1,2025,Qtr 2,April,8,1568,1258,Electronics,West,1411.2,153
3,2025,Qtr 2,April,8,1723,1354,Grocery,North,4135.2,73
8,2025,Qtr 2,April,8,3245,2692,Grocery,South,22066,530
4,2025,Qtr 2,April,9,4784,3499,Beauty,South,16265.6,2270
9,2025,Qtr 2,April,9,4860,3890,Clothing,South,24377.25,2669
8,2025,Qtr 2,April,9,3058,2355,Electronics,North,23240.8,4401
6,2025,Qtr 2,April,9,4880,3825,Electronics,South,26352,3402
8,2025,Qtr 2,April,9,2100,1536,Grocery,South,12600,312
4,2025,Qtr 2,April,10,528,332,Beauty,North,2112,784
4,2025,Qtr 2,April,10,2493,1406,Home,East,7479,1855
8,2025,Qtr 2,April,11,330,242,Electronics,South,2112,176
4,2025,Qtr 2,April,12,3767,1924,Clothing,South,11301,3605
4,2025,Qtr 2,April,12,567,446,Electronics,North,1701,-83
2,2025,Qtr 2,April,12,760,407,Home,South,1216,402
2,2025,Qtr 2,April,13,949,687,Clothing,South,1803.1,429
7,2025,Qtr 2,April,13,4094,2317,Electronics,North,25792.2,9573
4,2025,Qtr 2,April,13,3774,2217,Grocery,West,15096,6228
6,2025,Qtr 2,April,14,3417,2811,Clothing,West,17426.7,561
3,2025,Qtr 2,April,14,1199,960,Electronics,West,2697.75,-182
6,2025,Qtr 2,April,14,3545,2624,Home,West,21270,5526
4,2025,Qtr 2,April,15,2056,1060,Grocery,East,7401.6,3162
2,2025,Qtr 2,April,15,3915,3164,Grocery,South,7438.5,1111
4,2025,Qtr 2,April,16,90,58,Beauty,North,288,56
6,2025,Qtr 2,April,16,4371,3592,Beauty,South,26226,4674
7,2025,Qtr 2,April,16,630,340,Clothing,South,3748.5,1369
10,2025,Qtr 2,April,16,7534,5429,Electronics,South,33861,8758
3,2025,Qtr 2,April,16,4737,3789,Grocery,South,13500.45,2133
4,2025,Qtr 2,April,17,1935,1243,Beauty,South,6579,1607
3,2025,Qtr 2,April,17,3246,2243,Clothing,South,8764.2,2035
8,2025,Qtr 2,April,17,4360,3280,Electronics,East,29648,3408
2,2025,Qtr 2,April,18,1490,823,Electronics,South,2235,589
5,2025,Qtr 2,April,18,1517,1025,Grocery,South,5688.75,564
2,2025,Qtr 2,April,18,450,357,Home,East,900,186
4,2025,Qtr 2,April,18,4357,3566,Home,South,15685.2,1421
6,2025,Qtr 2,April,19,4943,2922,Electronics,West,25209.3,7677
4,2025,Qtr 2,April,20,2801,2333,Beauty,South,8403,-929
2,2025,Qtr 2,April,20,4803,3184,Electronics,South,9125.7,2758
1,2025,Qtr 2,April,20,3209,2395,Home,East,2888.1,493
3,2025,Qtr 2,April,21,4980,2561,Beauty,North,14940,7257
8,2025,Qtr 2,April,21,930,495,Clothing,East,5952,1992
3,2025,Qtr 2,April,21,4587,2966,Grocery,West,11008.8,2111
1,2025,Qtr 2,April,22,4425,2637,Clothing,East,4203.75,1567
6,2025,Qtr 2,April,22,4862,2934,Grocery,South,24796.2,7192
2,2025,Qtr 2,April,22,757,388,Home,East,1211.2,435
1,2025,Qtr 2,April,23,3355,2229,Clothing,West,2684,455
2,2025,Qtr 2,April,23,4056,2886,Electronics,South,6084,312
8,2025,Qtr 2,April,23,2336,1568,Grocery,South,16819.2,4275
3,2025,Qtr 2,April,24,1682,1330,Electronics,South,4793.7,804
4,2025,Qtr 2,April,24,901,553,Electronics,West,3063.4,851
1,2025,Qtr 2,April,24,1824,1549,Home,South,1368,-181
8,2025,Qtr 2,April,25,1839,1375,Beauty,South,11034,34
8,2025,Qtr 2,April,25,3852,2680,Clothing,South,12068.4,1348
1,2025,Qtr 2,April,25,2127,1387,Electronics,North,2020.65,634
3,2025,Qtr 2,April,25,548,315,Electronics,West,1315.2,370
6,2025,Qtr 2,April,25,3071,1774,Home,East,15662.1,5018
6,2025,Qtr 2,April,26,3788,2566,Clothing,North,17046,1650
3,2025,Qtr 2,April,26,2467,1866,Clothing,South,6660.9,1063
6,2025,Qtr 2,April,26,3460,1910,Clothing,West,17646,6186
8,2025,Qtr 2,April,26,4876,3573,Electronics,East,35107.2,6523
7,2025,Qtr 2,April,26,2532,1727,Home,North,17724,5635
4,2025,Qtr 2,April,27,3716,2374,Grocery,South,11148,1652
2,2025,Qtr 2,April,27,766,576,Home,North,1532,380
5,2025,Qtr 2,April,27,3151,1826,Home,West,14179.5,5050
2,2025,Qtr 2,April,28,2155,1618,Beauty,East,3232.5,-4
2,2025,Qtr 2,April,28,2717,2027,Beauty,South,4890.6,837
5,2025,Qtr 2,April,28,2122,1166,Electronics,North,8488,2658
6,2025,Qtr 2,April,28,1064,813,Electronics,South,6384,1506
4,2025,Qtr 2,April,28,1824,1366,Home,North,6566.4,1102
2,2025,Qtr 2,April,29,4347,2941,Beauty,South,8694,2812
6,2025,Qtr 2,April,29,2065,1420,Beauty,West,11151,2631
2,2025,Qtr 2,April,29,3205,2627,Clothing,West,6089.5,836
1,2025,Qtr 2,April,29,4124,2290,Electronics,East,3505.4,1215
2,2025,Qtr 2,April,30,4853,3860,Beauty,South,9706,1986
15,2025,Qtr 2,April,30,3324,2410,Electronics,South,20565.9,2677
4,2025,Qtr 2,April,30,3544,2063,Grocery,East,12758.4,4506
2,2025,Qtr 2,April,30,270,147,Home,East,486,192
2,2025,Qtr 2,April,30,2939,1536,Home,South,4702.4,1630
1,2025,Qtr 2,May,1,4910,3773,Electronics,East,4419,646
5,2025,Qtr 2,May,1,3132,2314,Grocery,South,13311,1741
5,2025,Qtr 2,May,1,2697,2050,Home,North,13485,3235
4,2025,Qtr 2,May,2,4132,2132,Clothing,North,12396,3868
4,2025,Qtr 2,May,2,229,115,Clothing,West,687,227
5,2025,Qtr 2,May,3,1218,678,Beauty,North,5481,2091
8,2025,Qtr 2,May,3,151,108,Beauty,South,906,42
1,2025,Qtr 2,May,3,4840,2713,Electronics,South,4598,1885
7,2025,Qtr 2,May,3,2707,1393,Grocery,South,18949,9198
5,2025,Qtr 2,May,4,1970,1522,Electronics,North,8865,1255
2,2025,Qtr 2,May,4,557,426,Electronics,South,891.2,39
6,2025,Qtr 2,May,5,4624,3130,Home,South,20808,2028
5,2025,Qtr 2,May,6,220,168,Beauty,East,880,40
2,2025,Qtr 2,May,6,1357,1115,Beauty,South,2578.3,348
5,2025,Qtr 2,May,6,1612,1333,Electronics,East,6851,186
1,2025,Qtr 2,May,6,1921,1449,Electronics,South,1824.95,376
2,2025,Qtr 2,May,6,964,562,Grocery,West,1831.6,708
2,2025,Qtr 2,May,7,4258,2338,Clothing,East,8516,3840
1,2025,Qtr 2,May,7,4931,3383,Electronics,South,4684.45,1301
5,2025,Qtr 2,May,7,700,574,Electronics,West,3150,280
7,2025,Qtr 2,May,7,1395,803,Grocery,West,7812,2191
3,2025,Qtr 2,May,8,2237,1683,Electronics,East,5033.25,-16
8,2025,Qtr 2,May,8,842,622,Electronics,North,6736,1760
7,2025,Qtr 2,May,9,1231,1037,Clothing,South,6893.6,-365
8,2025,Qtr 2,May,9,4472,3376,Electronics,South,28620.8,1613
4,2025,Qtr 2,May,9,3530,1982,Grocery,South,14120,6192
14,2025,Qtr 2,May,9,4759,3538,Grocery,West,31858.4,5980
3,2025,Qtr 2,May,12,3016,1641,Beauty,East,8143.2,3220
6,2025,Qtr 2,May,12,3463,2424,Beauty,West,15583.5,1040
3,2025,Qtr 2,May,12,3243,1735,Clothing,West,8269.65,3065
3,2025,Qtr 2,May,12,2125,1409,Grocery,South,5737.5,1511
2,2025,Qtr 2,May,12,2111,1253,Home,East,3166.5,661
5,2025,Qtr 2,May,13,810,582,Clothing,South,4050,1140
1,2025,Qtr 2,May,13,2410,1231,Home,North,2169,938
2,2025,Qtr 2,May,14,1542,872,Clothing,West,2313,569
3,2025,Qtr 2,May,15,1427,725,Beauty,North,3210.75,1036
4,2025,Qtr 2,May,15,87,66,Home,North,348,84
8,2025,Qtr 2,May,15,2070,1532,Home,West,14904,2648
3,2025,Qtr 2,May,16,4677,2881,Electronics,North,14031,5388
6,2025,Qtr 2,May,16,1979,1648,Electronics,South,9499.2,-389
13,2025,Qtr 2,May,17,4254,3096,Beauty,East,21600.4,1318
7,2025,Qtr 2,May,17,4293,2172,Beauty,North,24040.8,8837
3,2025,Qtr 2,May,17,3512,2097,Beauty,West,9482.4,3191
7,2025,Qtr 2,May,18,2755,2156,Beauty,East,17356.5,2265
6,2025,Qtr 2,May,18,4331,2484,Clothing,South,20788.8,5885
12,2025,Qtr 2,May,18,8925,5419,Grocery,South,30303.5,8394
8,2025,Qtr 2,May,18,2970,1939,Home,East,23760,8248
9,2025,Qtr 2,May,18,8177,5693,Home,North,37911.6,9568
1,2025,Qtr 2,May,18,2932,2352,Home,West,2199,-153
4,2025,Qtr 2,May,19,4618,2644,Beauty,West,13854,3278
6,2025,Qtr 2,May,19,3995,2391,Clothing,South,23970,9624
3,2025,Qtr 2,May,19,788,500,Electronics,West,2009.4,509
2,2025,Qtr 2,May,19,2542,1708,Grocery,East,3813,397
6,2025,Qtr 2,May,19,3385,2783,Grocery,West,20310,3612
4,2025,Qtr 2,May,20,3501,2821,Beauty,South,14004,2720
5,2025,Qtr 2,May,22,3698,2057,Beauty,East,15716.5,5432
5,2025,Qtr 2,May,22,956,784,Electronics,East,4302,382
9,2025,Qtr 2,May,22,3877,3086,Electronics,North,6794.299999999999,1293
2,2025,Qtr 2,May,22,3364,2743,Home,South,6055.2,569
1,2025,Qtr 2,May,22,1854,1264,Home,West,1761.3,497
8,2025,Qtr 2,May,23,398,222,Clothing,South,2547.2,771
3,2025,Qtr 2,May,23,1224,815,Clothing,West,3488.4,1043
4,2025,Qtr 2,May,23,3873,2474,Electronics,South,11619,1723
2,2025,Qtr 2,May,23,4403,3255,Grocery,East,8806,2296
3,2025,Qtr 2,May,23,3508,2039,Grocery,South,8419.2,2302
3,2025,Qtr 2,May,23,2300,1522,Grocery,West,6210,1644
7,2025,Qtr 2,May,24,1141,676,Beauty,West,7188.3,2456
7,2025,Qtr 2,May,24,298,241,Electronics,East,1773.1,86
6,2025,Qtr 2,May,24,4070,3141,Home,South,21978,3132
13,2025,Qtr 2,May,25,2919,1770,Beauty,North,17996.1,6373
2,2025,Qtr 2,May,25,145,107,Beauty,South,246.5,33
1,2025,Qtr 2,May,25,2994,1919,Grocery,South,2544.9,626
1,2025,Qtr 2,May,25,3328,2764,Home,South,3161.6,398
5,2025,Qtr 2,May,26,3969,2325,Clothing,South,14883.75,3259
5,2025,Qtr 2,May,26,1762,951,Electronics,North,6607.5,1853
8,2025,Qtr 2,May,26,4102,2523,Electronics,South,24612,4428
7,2025,Qtr 2,May,26,2551,1829,Grocery,East,14285.599999999999,1483
8,2025,Qtr 2,May,26,4661,3105,Grocery,West,33559.2,8719
5,2025,Qtr 2,May,26,4575,2588,Home,West,17156.25,4216
3,2025,Qtr 2,May,27,1287,861,Grocery,South,3861,1278
8,2025,Qtr 2,May,27,2675,1432,Home,North,20330,8874
7,2025,Qtr 2,May,28,871,454,Beauty,South,4572.75,1395
7,2025,Qtr 2,May,28,4240,3181,Grocery,West,17075.4,3024
7,2025,Qtr 2,May,29,3154,2145,Beauty,North,17662.4,2647
6,2025,Qtr 2,May,29,1532,1007,Clothing,North,8272.8,2231
1,2025,Qtr 2,May,29,4044,3191,Electronics,North,3841.8,651
4,2025,Qtr 2,May,30,2923,2125,Beauty,North,9353.6,854
2,2025,Qtr 2,May,30,3621,1945,Electronics,South,7242,3352
1,2025,Qtr 2,May,30,4372,2953,Grocery,West,3934.8,982
1,2025,Qtr 2,May,30,3884,2072,Home,West,3301.4,1229
2,2025,Qtr 2,May,31,1677,1184,Beauty,East,2850.9,483
7,2025,Qtr 2,May,31,2511,1259,Beauty,South,17577,8764
2,2025,Qtr 2,May,31,4462,3624,Clothing,South,8924,1676
7,2025,Qtr 2,June,1,228,140,Beauty,South,1596,616
7,2025,Qtr 2,June,1,2453,1892,Home,West,12878.25,-366
6,2025,Qtr 2,June,2,1297,1073,Clothing,East,7392.9,955
3,2025,Qtr 2,June,2,496,388,Home,South,1116,-48
3,2025,Qtr 2,June,3,3355,1926,Clothing,North,9561.75,3784
6,2025,Qtr 2,June,3,3942,2588,Grocery,East,8392.9,1649
2,2025,Qtr 2,June,3,2034,1723,Home,West,4068,622
1,2025,Qtr 2,June,4,3175,1820,Clothing,East,2381.25,561
4,2025,Qtr 2,June,5,931,530,Electronics,South,2793,673
3,2025,Qtr 2,June,5,4279,2809,Grocery,East,10269.6,1843
5,2025,Qtr 2,June,5,4100,2920,Home,North,17425,2825
11,2025,Qtr 2,June,5,5508,4083,Home,South,32036.5,6249
7,2025,Qtr 2,June,6,189,145,Beauty,North,1058.4,43
3,2025,Qtr 2,June,6,2106,1454,Beauty,South,5054.4,692
6,2025,Qtr 2,June,6,887,487,Electronics,West,4523.7,1602
2,2025,Qtr 2,June,7,956,774,Beauty,South,1912,364
4,2025,Qtr 2,June,7,224,119,Clothing,South,716.8,241
7,2025,Qtr 2,June,7,309,171,Home,South,1622.25,425
3,2025,Qtr 2,June,8,4090,2819,Electronics,South,11656.5,3200
3,2025,Qtr 2,June,8,2718,1464,Grocery,South,2752.3999999999996,1120
5,2025,Qtr 2,June,8,2734,1832,Grocery,West,12303,3143
8,2025,Qtr 2,June,8,3522,2277,Home,West,26767.2,8551
12,2025,Qtr 2,June,9,4449,3538,Beauty,South,25359.300000000003,4131
1,2025,Qtr 2,June,9,517,416,Beauty,West,491.15,75
3,2025,Qtr 2,June,9,3239,1946,Clothing,East,8259.45,2421
5,2025,Qtr 2,June,9,1457,730,Clothing,South,5828,2178
3,2025,Qtr 2,June,9,4582,3884,Clothing,West,11684.1,32
2,2025,Qtr 2,June,9,520,379,Electronics,East,780,22
9,2025,Qtr 2,June,10,5774,4017,Grocery,North,23151.25,4702
7,2025,Qtr 2,June,10,2152,1111,Grocery,South,14310.8,6534
3,2025,Qtr 2,June,10,2286,1539,Home,North,5486.4,869
3,2025,Qtr 2,June,10,3520,2383,Home,South,9504,2355
4,2025,Qtr 2,June,11,1780,1352,Beauty,North,5696,288
1,2025,Qtr 2,June,11,2243,1850,Electronics,East,2243,393
2,2025,Qtr 2,June,12,3556,2704,Beauty,West,6045.2,637
2,2025,Qtr 2,June,12,565,284,Clothing,South,1073.5,506
8,2025,Qtr 2,June,12,3138,2330,Grocery,East,25104,6464
3,2025,Qtr 2,June,12,4234,2736,Home,West,10796.7,2589
6,2025,Qtr 2,June,13,404,282,Clothing,East,2060.4,368
10,2025,Qtr 2,June,13,4044,2656,Clothing,South,21591.2,7333
4,2025,Qtr 2,June,14,4327,3084,Beauty,South,13846.4,1510
4,2025,Qtr 2,June,14,3578,2048,Clothing,South,12880.8,4689
7,2025,Qtr 2,June,14,2755,1833,Home,West,14463.75,1633
1,2025,Qtr 2,June,15,519,315,Beauty,South,389.25,74
1,2025,Qtr 2,June,15,770,484,Grocery,East,770,286
7,2025,Qtr 2,June,15,2049,1151,Grocery,South,13625.85,5569
2,2025,Qtr 2,June,15,1902,1021,Grocery,West,3804,1762
8,2025,Qtr 2,June,15,2265,1336,Home,East,14496,3808
7,2025,Qtr 2,June,16,3691,2171,Grocery,East,25837,10640
3,2025,Qtr 2,June,16,3633,1943,Grocery,South,10354.05,4525
3,2025,Qtr 2,June,17,3065,2219,Beauty,North,7356,699
8,2025,Qtr 2,June,17,4292,3164,Clothing,South,32619.2,7307
6,2025,Qtr 2,June,17,4833,3710,Grocery,South,28998,6738
8,2025,Qtr 2,June,17,3400,2475,Home,East,27200,7400
7,2025,Qtr 2,June,17,4735,3256,Home,North,26516,3724
5,2025,Qtr 2,June,18,1525,1098,Beauty,South,6862.5,1373
3,2025,Qtr 2,June,18,1211,907,Grocery,East,3269.7,549
2,2025,Qtr 2,June,18,4164,2344,Home,East,7911.6,3224
6,2025,Qtr 2,June,18,2085,1634,Home,South,9382.5,-422
3,2025,Qtr 2,June,19,887,527,Clothing,South,2394.9,814
4,2025,Qtr 2,June,19,1626,1050,Home,South,5853.6,1654
4,2025,Qtr 2,June,20,376,304,Beauty,South,1128,-88
7,2025,Qtr 2,June,20,846,653,Electronics,South,5033.7,463
4,2025,Qtr 2,June,21,4470,3250,Beauty,West,17880,4880
9,2025,Qtr 2,June,21,5255,3665,Grocery,North,21020,6007
1,2025,Qtr 2,June,21,4248,3265,Grocery,West,4035.6,771
1,2025,Qtr 2,June,22,1383,945,Clothing,South,1106.4,161
8,2025,Qtr 2,June,22,7515,4341,Grocery,East,24332.65,7104
3,2025,Qtr 2,June,22,2768,1558,Home,South,8304,3630
4,2025,Qtr 2,June,23,3454,2048,Beauty,North,13125.2,4933
8,2025,Qtr 2,June,23,5167,3190,Beauty,South,16339.75,3286
6,2025,Qtr 2,June,23,1934,1252,Home,South,9283.2,1771
1,2025,Qtr 2,June,23,1326,1079,Home,West,1060.8,-18
5,2025,Qtr 2,June,24,5802,3249,Beauty,North,15677.4,5726
5,2025,Qtr 2,June,24,931,728,Beauty,South,3491.25,-149
7,2025,Qtr 2,June,24,2832,2116,Beauty,West,15859.2,1047
6,2025,Qtr 2,June,24,2697,1772,Clothing,South,13754.7,3123
8,2025,Qtr 2,June,24,3264,1751,Home,South,24806.4,10798
5,2025,Qtr 2,June,25,1327,760,Beauty,East,6635,2835
1,2025,Qtr 2,June,25,4872,4139,Electronics,West,4628.4,489
6,2025,Qtr 2,June,25,2599,2104,Home,West,12475.2,-149
1,2025,Qtr 2,June,26,4373,3380,Beauty,West,3717.05,337
1,2025,Qtr 2,June,26,4861,3681,Clothing,West,3645.75,-35
4,2025,Qtr 2,June,27,1977,1365,Electronics,South,7908,2448
7,2025,Qtr 2,June,27,4251,3538,Grocery,South,29757,4991
5,2025,Qtr 2,June,27,1018,758,Home,South,3817.5,28
3,2025,Qtr 2,June,28,1559,1321,Home,South,3975.45,12
8,2025,Qtr 2,June,29,1025,736,Beauty,North,6970,1082
3,2025,Qtr 2,June,29,1998,1397,Clothing,North,5394.6,1204
8,2025,Qtr 2,June,29,1067,664,Clothing,West,8109.2,2797
7,2025,Qtr 2,June,29,2568,2087,Electronics,East,17077.2,2468
7,2025,Qtr 2,June,30,205,173,Beauty,South,1291.5,81
3,2025,Qtr 2,June,30,1897,1120,Clothing,South,5121.9,1762
1,2025,Qtr 2,June,30,407,285,Grocery,South,366.3,81
3,2025,Qtr 3,July,1,1837,1530,Beauty,East,5511,921
1,2025,Qtr 3,July,1,1931,1113,Electronics,South,1931,818
2,2025,Qtr 3,July,1,2754,1524,Electronics,West,5232.6,2185
6,2025,Qtr 3,July,1,4411,3214,Grocery,South,22496.1,3212
6,2025,Qtr 3,July,2,3244,2438,Beauty,North,14598,-30
2,2025,Qtr 3,July,2,471,330,Beauty,South,800.7,141
4,2025,Qtr 3,July,2,246,208,Grocery,West,934.8,103
1,2025,Qtr 3,July,3,816,649,Clothing,South,816,167
8,2025,Qtr 3,July,3,920,764,Grocery,North,5888,-224
8,2025,Qtr 3,July,3,3548,2205,Grocery,South,26964.8,9325
5,2025,Qtr 3,July,3,900,450,Home,South,4050,1800
3,2025,Qtr 3,July,4,1169,629,Clothing,East,3156.3,1269
4,2025,Qtr 3,July,4,4600,3657,Home,South,15640,1012
2,2025,Qtr 3,July,5,4732,2743,Clothing,North,7098,1612
3,2025,Qtr 3,July,5,1912,1262,Grocery,East,4588.8,803
7,2025,Qtr 3,July,5,3494,2747,Grocery,South,23235.1,4006
2,2025,Qtr 3,July,5,1096,758,Home,South,1753.6,238
1,2025,Qtr 3,July,6,492,308,Beauty,North,369,61
5,2025,Qtr 3,July,6,486,349,Clothing,South,2430,685
8,2025,Qtr 3,July,7,1455,999,Beauty,South,9312,1320
3,2025,Qtr 3,July,7,321,268,Clothing,East,963,159
8,2025,Qtr 3,July,7,1920,1426,Clothing,West,14592,3184
7,2025,Qtr 3,July,7,4551,2771,Electronics,South,27078.45,7681
4,2025,Qtr 3,July,7,1864,1123,Grocery,East,7083.2,2591
8,2025,Qtr 3,July,7,1361,1022,Home,East,10343.6,2168
10,2025,Qtr 3,July,7,6466,3411,Home,South,16704.75,7352
3,2025,Qtr 3,July,8,4909,2985,Clothing,North,11045.25,2090
1,2025,Qtr 3,July,8,1214,716,Electronics,East,1214,498
4,2025,Qtr 3,July,8,1136,751,Home,East,4089.6,1086
8,2025,Qtr 3,July,9,2398,1414,Clothing,North,16306.4,4994
1,2025,Qtr 3,July,9,129,74,Clothing,South,103.2,29
1,2025,Qtr 3,July,9,4730,3429,Electronics,North,4730,1301
5,2025,Qtr 3,July,9,4972,3916,Home,South,5660.8,1268
8,2025,Qtr 3,July,10,1965,1578,Beauty,East,13362,738
3,2025,Qtr 3,July,10,4039,2487,Grocery,East,9693.6,2233
8,2025,Qtr 3,July,10,3308,2237,Grocery,West,23817.6,5922
2,2025,Qtr 3,July,10,2547,1971,Home,East,3820.5,-122
7,2025,Qtr 3,July,10,1305,1087,Home,North,7308,-301
4,2025,Qtr 3,July,10,132,75,Home,West,475.2,175
1,2025,Qtr 3,July,11,2639,1571,Beauty,North,2111.2,540
5,2025,Qtr 3,July,11,1243,816,Clothing,West,5904.25,1824
6,2025,Qtr 3,July,11,1893,1533,Electronics,South,11358,2160
5,2025,Qtr 3,July,11,2616,1493,Electronics,West,11772,4307
5,2025,Qtr 3,July,11,2068,1307,Grocery,North,7755,1220
1,2025,Qtr 3,July,12,347,285,Beauty,West,347,62
2,2025,Qtr 3,July,12,946,505,Clothing,South,1513.6,504
6,2025,Qtr 3,July,12,3206,2453,Electronics,North,16350.6,1633
7,2025,Qtr 3,July,12,194,110,Grocery,North,1086.4,316
8,2025,Qtr 3,July,12,2619,1448,Grocery,South,17809.2,6225
1,2025,Qtr 3,July,12,200,161,Home,North,180,19
7,2025,Qtr 3,July,13,3528,1985,Beauty,South,10286.65,3286
8,2025,Qtr 3,July,13,800,658,Clothing,East,5760,496
4,2025,Qtr 3,July,14,4987,3039,Clothing,South,6216.05,1899
6,2025,Qtr 3,July,14,1940,1063,Grocery,South,8730,2352
2,2025,Qtr 3,July,14,1190,778,Home,South,2142,586
2,2025,Qtr 3,July,14,2470,1637,Home,West,3705,431
6,2025,Qtr 3,July,15,2936,1752,Clothing,East,16735.2,6223
1,2025,Qtr 3,July,15,3185,2023,Clothing,West,2866.5,844
5,2025,Qtr 3,July,15,907,487,Grocery,South,4308.25,1873
4,2025,Qtr 3,July,15,4057,2117,Grocery,West,13793.8,5326
1,2025,Qtr 3,July,16,2103,1358,Beauty,East,2103,745
